款式编号,款式名称,款式性别,产品线,款式分类,审核状态,是否定制,可做镶口,可做材质,材质颜色
KLPW012415,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012413,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012412,爱的小熊,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012411,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012409,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLOX012408,婉约 白侧身链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLPW012407,男孩女孩-女,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012406,亭亭玉立,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012405,心门之锁-鸢尾,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012404,吊坠 ,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012397,Q版十字,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012396,心门之钥-曼妙,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012395,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012394,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW012379,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW012376,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012371,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012370,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012369,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012365,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012361,时光之匕,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW012360,男孩女孩-男,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLOX012334,花样年华 心珍珠,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012331,灵动 新款立体瓦片,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012330,圆圆 黄珠仔,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012329,自信美 蛇骨链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012328,活力无限 蛇骨链 ,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012327,张扬 蛇骨链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012326,简约 闪o链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012325,小套链 tl0948016k3c,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012324,微妙 钻石盒仔链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012323,活泼 珠仔链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012322,流连 双排立体瓦片链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012321,波澜  水波间片链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012319,小套链tl0238039nry,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012318,小套链 tl2628026n3c,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012317,小套链 tl1238057nry,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012316,小套链 tl2028240n3c,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012315,小套链tl0838179nrr,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012314,低调美 田字三行链子,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012313,小套链 tl0828072N3C,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012312,曼妙 细扭绳链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012311,律动 疏肖邦,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012310,小套链 tl0228017n3c,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012309,抽象美 珍珠链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012308,淡然 12面批盒仔,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012307,深意 车花空心椭圆,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012306,古典 方肖邦,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012305,六角间柱 xl9825101nww,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012304,花之恋 车花方块链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012303,相汇,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012302,玫瑰之恋 十字链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012301,相映 日字链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012300,朴素 闪o链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012299,绚丽 双闪o链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012298,缤纷 压花双排立体瓦片链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012297,心连心 肖邦链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012296,淡雅 半肖邦链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLPW012281,时来运转 浓情玫瑰 ,女,K金,吊坠,已审核,是,0,18K,彩金
KLOX012078,素雅 日字链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLPW011669,kgold吊坠,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW011668,kgold吊坠,女,K金,吊坠,已审核,是,0,18K,彩金
KLOX011603,盒仔间镭射柱,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX011602,18k白 批日字链,中性,K金,套装,已审核,是,0,18K,白
KLOX011601,18k 肖邦链,中性,K金,套装,已审核,是,0,18K,黄|白|玫瑰金
KLOX011600,项链1,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX011599,18k彩金 肖邦链,中性,K金,套装,已审核,是,0,18K,彩金
KLOX011598,悠然 肖邦链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX011597,白18k金 元宝链,中性,K金,套装,已审核,是,0,18K,白
KLOX011595,18k彩金闪o,中性,K金,套装,已审核,是,0,18K,彩金
KLPW011593,G弦上的叹咏调,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW011592,缤纷,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011590,夜歌,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW011589,爱的大游行-后现代,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011587,春光烂漫,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW011586,18K白金 1分/0.01ct 钻石吊坠 光明蛱蝶,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011585,光明凤尾蝶,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011584,黑暗天使,女,宝石,吊坠,已审核,是,0,18K|PT950,白
KLPW011578,泡泡恋曲,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW011576,18K白金 25分/0.25ct 群镶款钻石吊坠 雅致,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW011574,定怡,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW011570,锁链,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW011566,星光回忆,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW011565,桃花梦,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW011563,蝴蝶倒影,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW011562,星光,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW011556,心旅,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW011553,圆舞曲,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW011551,小步舞曲,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW011542,他和她,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLOX011532,18k彩金嘴唇链,中性,K金,套装,已审核,是,0,18K,彩金
KLPW011526,18k玫瑰金紫晶吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,彩金
KLPW011523,18k玫瑰金紫晶吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,彩金
KLPW011522,18k玫瑰金紫晶吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,彩金
KLPW011519,18k玫瑰金紫晶吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,彩金
KLPW011518,18k玫瑰金芙蓉石吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,彩金
KLPW011515,白18k金托帕石吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,彩金
KLPW011511,18k黄黄晶吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,彩金
KLPW011510,18k黄黄晶吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,彩金
KLPW011508,18k玫瑰金葡萄石吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,彩金
KLPW011505,18k葡萄石吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,彩金
KLPW011472,18K玫瑰金心形粉水晶 芙蓉石吊坠 心唯一,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLOX011471,18k肥瓦片,中性,K金,套装,已审核,是,0,18K,白
KLOX011470,四方瓦片,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX011468,拉长闪0,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX011467,拉长方o,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX011466,18k彩金8字项链,中性,K金,套装,已审核,是,0,18K,彩金
KLOX011465,18k彩金显小双排立体瓦片45,中性,K金,套装,已审核,是,0,18K,彩金
KLOX011464,18k彩金双排立体瓦片45,中性,K金,套装,已审核,是,0,18K,彩金
KLOX011463,18k彩金四方日字项链 39,中性,K金,套装,已审核,是,0,18K,彩金
KLOX011462,18k平面瓦片链  45,中性,K金,套装,已审核,是,0,18K,彩金
KLOX011461,18k彩金水波间片  39,中性,K金,套装,已审核,是,0,18K,彩金
KLOX011460,戴高乐18k白  39,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX011459,彩金水波纹项链 39cm,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLNW011438,心语 18k金大溪地黑珍珠吊坠,女,珍珠,项链,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011434,S925银 大溪地黑珍珠吊坠 陨落之心,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW011426,S925银 海水珍珠耳钉 冰滢,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLNW011425,PT950铂金项链 扭片链 ,女,PT,项链,已审核,是,0,PT950,白
KLNW011401,PT950铂金项链 瓜子链   16寸40-42CM,女,PT,项链,已审核,是,0,PT950,白
KLNW011400,PT950铂金项链 元宝链  16寸40-42CM,女,PT,项链,已审核,是,0,PT950,白
KLPW011364,爱之生命,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011340,18K白金 钻石吊坠 兔小美,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLRW011326,珂兰钻石 18K白金钻石戒指 光灿,女,钻石,女戒,已审核,是,0,18K|PT950,分色|玫瑰金|黄|白
KLNW011315,白18K金 海水珍珠套链  一生一世,女,珍珠,项链,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011293,18K彩金吊坠 轻舞,女,K金,吊坠,已审核,是,0,18K,彩金
KLDW011290,18K玫瑰金耳钉 魅力,女,K金,耳饰,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLDW011289,18K彩金耳钉 爱怀,女,K金,耳饰,已审核,是,0,18K,彩金
KLPW011288,18K白金吊坠 心愿,女,K金,吊坠,已审核,是,0,18K,黄|白|玫瑰金
KLDW011285,耀眼,女,K金,耳饰,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLZW011284,流星雨--已作废,女,K金,耳饰,已审核,是,0,18K,彩金
KLPW011283,18K彩金吊坠 信仰,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW011281,18K玫瑰金吊坠 蝶衣,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLZW011280,孔雀公主,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW011277,串起的幸福,女,K金,耳饰,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLDW011274,约定,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW011273,18K彩金耳钉 倾听,女,K金,耳饰,已审核,是,0,18K,彩金
KLPW011272,LOVEの匙,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW011271,雪之舞,女,K金,吊坠,已审核,是,0,18K,彩金
KLDW011270,心花,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW011267,独特,女,K金,耳饰,已审核,是,0,18K,彩金
KLSW011261,凝结永恒,女,K金,手链,已审核,是,0,18K,彩金
KLSW011260,缠绵相依,女,K金,手链,已审核,是,0,18K,彩金
KLDW011257,18K玫瑰金耳钉 心爱,女,K金,耳饰,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLDW011255,爱的乐章,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW011253,18K彩金耳钉 追梦,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW011246,18K金白色 大溪地黑珍珠耳坠 蝶舞心菲,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLZW011245,白18K金 海水珍珠耳坠 简约主义,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011242,凤凰吊坠(胸针),女,珍珠,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW011234,18K金黄色 群镶款 南洋海水金珍珠吊坠 缤纷华彩,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011233,漫步云端 11-12mm南洋金珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011232,金露 11-12mm南洋金珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011230,18K金黄色 南洋海水金珍珠吊坠 焕彩,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011229,18K金黄色 南洋海水金珍珠吊坠 爱之冕,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011228,18K金黄色  群镶款 南洋海水金珍珠吊坠 安妮的仙境,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011227,18K黄金黄色 海水珍珠吊坠 明媚伊人,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW011224,18K黄金黄色  群镶款 海水珍珠耳饰 恒爱,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011212,静雅 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011211,18K金白色 大溪地黑珍珠吊坠 纯美,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011210,18K金白色 大溪地黑珍珠吊坠 甜蜜樱桃 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011209,18K金白色 大溪地黑珍珠吊坠 蝶舞,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011208,心恋 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011207,扣心弦 大溪地珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011206,18K金白色 大溪地黑珍珠吊坠 夏花,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011205,花絮 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011204,18K金白色 大溪地黑珍珠吊坠 灵动,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011203,18K金白色 大溪地黑珍珠吊坠 春季,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011202,18K金白色 大溪地黑珍珠吊坠 异域迷情,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011201,18K黄金黄色 海水珍珠吊坠 牵挽,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011200,18K金黄色  海水珍珠吊坠 甜蜜樱桃,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW011174,k金耳环-4.5mm,女,K金,耳饰,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLOX011173,光辉 双排立体瓦片链 ,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX011150,盒仔链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLPW011144,18K金白色 群镶款 大溪地珍珠吊坠 月光之子,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011139,珍珠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011136,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011130,18K金白色 大溪地黑珍珠吊坠 流光飞舞,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLNW011110,黄18K金 海水珍珠项链 凝香,女,珍珠,项链,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLZW011109,18K彩金耳坠 流金溢彩,女,K金,耳饰,已审核,是,0,18K,彩金
KLHW011093,18K金白色 大溪地黑珍珠耳坠 耳环花语,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW011092,18K金白色 群镶款 大溪地黑珍珠耳钉 圆梦,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW011091,生命绿光 10-11mm大溪地黑珍珠耳饰,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW011090,18K金白色 群镶款 大溪地黑珍珠耳饰 婀娜,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW011089,素雅 大溪地黑珍珠耳饰 耳环,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011085,18K金黄色 海水珍珠吊坠 简约,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011084,白18K金 天然海水珍珠吊坠 心悦,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011083,纯洁 海水白珍珠吊坠  ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011082,18K金白色 大溪地黑珍珠吊坠 驿动,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011081,18K金白色 大溪地黑珍珠吊坠 飞扬,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011080,18K金白色 大溪地黑珍珠吊坠 圆舞曲之恋,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011079,18K金白色 群镶款 大溪地黑珍珠吊坠 相思叶 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011078,18K金白色 大溪地黑珍珠吊坠 心相扣,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011077,18K金白色 大溪地黑珍珠吊坠 吊坠心语,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011076,18K金黄色 群镶款 南洋海水金珍珠吊坠  金色年华,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011075,珍简,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW011032,金18K珍珠耳钉-657,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW011031,金18K珍珠耳钉-775,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW011030,金18K珍珠耳钉-995,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW011029,金18K珍珠耳钉-758,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW011028,白18K金 海水珍珠耳钉 蝶梦,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW011027,尚美,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
