款式编号,款式名称,款式性别,产品线,款式分类,审核状态,是否定制,可做镶口,可做材质,材质颜色
KLHW011026,叶芬芳 8-8.5mm天然海水珍珠耳饰 耳吊,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW011025,格调 8-8.5mm天然海水珍珠耳饰 耳坠,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011024,白18K金 天然海水珍珠吊坠 雨露,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011023,简美 8.5-9mm海水白珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW011015,自然之韵 大溪地黑珍珠耳饰 耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011014,18K金白色 大溪地黑珍珠吊坠 心宠 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011013,18K金白色 大溪地黑珍珠吊坠 骄人,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011012,追忆 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011010,18K金白色 大溪地黑珍珠吊坠 心心相依 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011009,叶涟心 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW011008,18K金白色 大溪地黑珍珠耳坠 柳叶繁星,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011007,月宫,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW011006,听爱,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW011004,俏丫头,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLRW011003,荷花戒指-dbox,女,其它,女戒,已审核,是,0,18K|PT950,分色|玫瑰金|黄|白
KLDW010946,金18K珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW010943,丝丝心动,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010941,相逢（金珠）,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010940,心恋,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010939,18K金白色 大溪地黑珍珠吊坠 浪之舞,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW010938,耳畔流光   黑珍珠耳环,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW010936,18K金黄色 海水珍珠耳坠 珍爱,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW010935,耳畔雅韵,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW010933,简爱 18k金海水珍珠 ,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW010931,金18K珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW010925,白18K金 海水珍珠耳钉 念亲恩,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW010899,18K金白色 大溪地黑珍珠耳饰 叶之韵,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010898,三叶草,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW010897,18K金白色 大溪地黑珍珠耳坠 比翼天使,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010896,18K金白色 大溪地黑珍珠吊坠 翱翔天使,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010847,锦绣 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLOX010842,双波纹18k链子,中性,K金,套装,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW010840,伊甸园 海水珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010836,18K金白色 大溪地黑珍珠吊坠 三生情缘,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010831,终身成就 大溪地珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010830,时尚辣妈 大溪地珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010829,慈善爱心 大溪地珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010828,温柔贤惠 大溪地珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010827,含辛茹苦 大溪地珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010826,18K金白色 大溪地珍珠吊坠 宠爱,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLNW010825,S925银 珍珠串链 爱自由,女,珍珠,项链,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLNW010724,八字扭片链,女,PT,项链,已审核,是,0,PT950,白
KLDW010712,18K金黄色 群镶款 海水珍珠耳饰 华彩,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010710,万寿龟,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010709,虎妞,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010708,醉天使,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010707,欢乐兔,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010706,小红妹妹,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010703,梦想座驾,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010701,小兔子,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金
KLPW010695,蛙鸣,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金
KLPW010694,猫儿,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010690,小狗,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010687,猫,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010686,灵蛇,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金
KLPW010684,梦想座驾-白,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010683,青蛙王子,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010682,灵猫,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010681,梦想座驾-红,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010680,泡泡金鱼,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010679,玉兔,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010677,女孩,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010674,馋嘴猫,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010673,龙公主,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010670,金鱼儿,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010669,威风虎,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金
KLPW010668,乖乖兔,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010666,小明弟弟,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010664,小马驹,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金
KLPW010663,18K玫瑰金 翡翠吊坠 兔兔,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010662,猴子捞月,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金
KLPW010661,四叶草,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010660,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010657,乖乖狗,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金
KLPW010656,熊哥哥,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010655,爱狗狗,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010652,绵绵,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010648,心锁,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010647,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010643,俏羊羊,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010642,兔兔,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010641,猫咪公主,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010640,虎妞,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010639,爱猫咪,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW010564,S925银 大溪地黑珍珠吊坠 情系大溪地,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLNW010539,18K金黄色 海水珍珠吊坠 金色伊人,女,珍珠,项链,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLSW010517,黄18K金 海水珍珠手链  此生吾爱,女,珍珠,手链,已审核,是,0,18K|PT950,彩金|玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金
KLNW010451,黄18K金 淡水珍珠项链 凝香,女,珍珠,项链,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010438,S925银 大溪地黑珍珠吊坠 心语,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW010391,18K金黄色 南洋珍珠耳环 凡雅,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010390,18K金黄色  群镶款 南洋海水金珍珠吊坠  金蝶起舞,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010389,18K金黄色 群镶款 海水珍珠吊坠 美丽佳人,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010388,18K金黄色 海水珍珠吊坠 珠圆玉润,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW010387,依偎 9-10mm南洋金珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW010383,18K白金 钻石耳钉 雨柔,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW010364,18K白金 钻石吊坠 和煦,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW010359,18K白金 钻石耳钉 海洋宠物,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW010352,18K白金 钻石耳钉 蝶趣,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW010259,18K彩金耳钉 飘雪,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW010257,18K彩金耳钉 萦绕,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW010256,18K彩金耳钉 炫彩梦想,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW010253,18K彩金耳钉 心跳,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW010250,18K彩金耳钉 祥福云,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW010249,18K彩金耳钉 珍爱之心,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW010248,缤纷之恋,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW010246,18K彩金耳钉 跳跃音符,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW010245,18K彩金耳钉 相依,女,K金,耳饰,已审核,是,0,18K,彩金
KLPW010000,18K玫瑰金吊坠 叶的思念,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW009998,流心,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW009783,18K玫瑰金手链 路路通立方,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW009782,清雅丽人,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW009781,18K玫瑰金 吊坠 花之恋,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW009780,18K彩金 吊坠 梦之花,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW009778,18K彩金 吊坠 爱の熊仔,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW009776,18K彩金 吊坠 丘比特之恋,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW009772,琉璃,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW009770,18K彩金吊坠 三色花,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW009769,吊坠,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLDW009768,18K彩金耳钉 烂漫,女,K金,耳饰,已审核,是,0,18K,彩金
KLPW009767,18K玫瑰金吊坠 绣花球,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW009761,18K彩金 吊坠 五彩缤纷,女,K金,吊坠,已审核,是,0,18K,彩金
KLDW009731,18K彩金耳钉 浪花朵朵,女,K金,耳饰,已审核,是,0,18K,彩金
KLPW009689,18K彩金 吊坠 雪绒花,女,K金,吊坠,已审核,是,0,18K,彩金
KLNW009678,项链-TTP,女,K金,项链,已审核,是,0,18K,彩金
KLDW009664,生机,女,K金,耳饰,已审核,是,0,18K,白|黄|玫瑰金
KLDW009663,18K玫瑰金耳钉 金绣球,女,K金,耳饰,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLZW009662,18K彩金耳坠 佳人,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW009661,18K彩金耳钉 欢动花蕊,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW009660,18K白金耳钉 幸福年轮,女,K金,耳饰,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW009659,18K玫瑰金吊坠 幸福里,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLDW009658,18K彩金耳钉 绽放,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW009623,18K彩金耳钉 飘逸,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW009621,18K彩金耳坠 律动,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW009620,18K彩金耳坠 复古,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW009619,18K玫瑰金耳坠 雅韵,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW009618,美幻风潮,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW009617,甜心,女,K金,耳饰,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW009616,18K彩金吊坠 秀慧,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLZW009615,18K彩金耳坠 简,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW009614,18K彩金耳坠 环环相扣,女,K金,耳饰,已审核,是,0,18K,彩金
KLSW009613,k金手链 zbc24469-TTP--已作废,女,K金,手链,已审核,是,0,18K,彩金
KLPW009578,18K彩金吊坠 淡雅蝶舞,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW009572,守护真爱,女,K金,吊坠,已审核,是,0,18K,黄|白|玫瑰金
KLPW009571,18K白金吊坠 维纳斯之心,女,K金,吊坠,已审核,是,0,18K,黄|白|玫瑰金
KLDW009499,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009498,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009489,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009487,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009486,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009484,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009480,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009479,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009478,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009475,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009473,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009472,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009471,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW009470,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW009193,18K白金 钻石吊坠 熠熠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLHW008911,外贸珍珠耳环,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008903,18K金白色 大溪地黑珍珠吊坠 绝美优雅 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLHW008898,外贸珍珠耳环,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008889,沉静 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008885,18K金白色 群镶款 大溪地黑珍珠吊坠 天鹅之吻 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008884,18K金白色 大溪地黑珍珠吊坠 琴音,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008882,18K金白色  群镶款 大溪地黑珍珠吊坠 米兰花开,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008879,18K金白色 群镶款 大溪地黑珍珠吊坠 玛丽亚的祝福,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008876,18K金白色 大溪地黑珍珠吊坠 秘密 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008875,18K金白色 大溪地黑珍珠吊坠 娉婷,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008814,18K白金 钻石吊坠 爱之钥匙,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008812,18K白金 47分/0.47ct 群镶款钻石吊坠 星愿,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008711,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008683,龙之珍珠 大溪地吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008640,18K金白色 大溪地黑珍珠吊坠 典藏,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008590,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008577,芳华,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008575,18K白金 钻石吊坠 海之恋,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008574,花水月,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008570,爱的轨迹,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008569,含蓄,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008568,仙舞,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008567,恋如火,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008561,嫁纱,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008509,丝路,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW008500,18K玫瑰金 吊坠 朝露,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW008499,18K白金 吊坠 桃花吟,女,K金,吊坠,已审核,是,0,18K,黄|白|玫瑰金
KLPW008487,18K金白色 大溪地黑珍珠吊坠 情迷大溪地,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLNW008479,一生一世,女,珍珠,项链,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008478,18K金白色 群镶款 大溪地黑珍珠吊坠 琵琶语丝  ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008477,流连 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008476,18K金白色 大溪地黑珍珠吊坠 心仪,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008473,18K金白色 大溪地黑珍珠吊坠 雅妍,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008472,大溪地黑珍珠吊坠 塔希提印象 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW008471,白18K金 海水珍珠吊坠  珍琼,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW008470,白18K金 海水珍珠耳坠  恋心,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLRM008229,PT950铂金 情侣对戒 足迹,男,PT,男戒,已审核,是,0,18K|PT950,白
