款式编号,款式名称,款式性别,产品线,款式分类,审核状态,是否定制,可做镶口,可做材质,材质颜色
KLRM008116,PT950爱的剪影,男,PT,男戒,已审核,是,0,18K|PT950,白
KLRM008114,PT950诗情,男,PT,男戒,已审核,是,0,18K|PT950,白
KLDW007977,芳心 KGOLD耳钉,女,K金,耳饰,已审核,是,0,18K,白|黄|玫瑰金
KLDW007976,心花怒放 KGOLD耳钉 499 不做了 ,女,K金,耳饰,已审核,是,0,18K,白|黄|玫瑰金
KLDW007975,伊莎贝拉的秘密 KGOLD耳钉,女,K金,耳饰,已审核,是,0,18K,白|黄|玫瑰金
KLDW007974,18K白金耳钉 珠圆玉润,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLPW007872,DZ,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007857,DZ,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007830,dz,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007804,dz,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007718,18K金白色 大溪地黑珍珠吊坠 爱火 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW007512,18K白金  群镶款钻石吊坠 玎玲,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007504,18K白金 群镶款钻石吊坠 年轮,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007501,18K白金 钻石吊坠 心有灵犀,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW007456,18K白金 钻石耳钉 羁绊,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW007454,18K白金 钻石耳钉 玫魅,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW007452,18K白金 26.5分/0.265ct 群镶款钻石耳钉 绽放,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007449,18K白金 群镶款钻石吊坠 呵护,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007447,18K白金 群镶款钻石吊坠 环环相扣,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007446,18K白金 群镶款钻石吊坠 丝丝回忆,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007445,18K白金 群镶款钻石吊坠 冬去春来,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007443,秋之荡漾,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007442,18K白金 钻石吊坠 叶缘,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007441,婀娜多姿,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007440,18K白金 钻石吊坠 石榴裙之舞,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLOX007316,链子,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLPW007305,18K白金 23分/0.23ct 群镶款钻石吊坠 光曜,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007304,18K白金  群镶款钻石吊坠 非你莫属,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW007301,18K白金 32分/0.32ct 群镶款钻石吊坠 冰雪,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW006992,18K白金 群镶款钻石吊坠 秘密花园,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW006990,18K白金 群镶款钻石吊坠 妖娆,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW006985,18K白金 51分/0.51ct 群镶款钻石吊坠 四季,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW006982,18K白金 80分/0.8ct 群镶款钻石吊坠夜语,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW006968,18K玫瑰金吊坠 爱你一辈子,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW006967,18K彩金吊坠 花儿朵朵,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW006965,吉祥幸运兔 时来运转,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW006964,美美桃花兔 时来运转,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW006962,18K玫瑰金 2.1分/0.021ct 群镶款钻石吊坠 时来运转―乖乖淑女兔 ,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW006961,开心幸运兔 时来运转,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW006959,财源滚滚 KGOLD吊坠,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLDW006958,18K白金耳钉 甜心宠儿,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLPW006957,午后心情,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW006956,18K白金 吊坠 爱神之箭,女,K金,吊坠,已审核,是,0,18K,黄|白|玫瑰金
KLPW006939,18K白金 群镶款钻石吊坠 百变佳人,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW006935,18K白金 钻石吊坠 深海召唤,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW006934,18K白色  群镶款钻石吊坠 百变四叶草,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW006601,18K金白色 大溪地黑珍珠吊坠 相逢,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW006600,希冀 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW006599,18K金白色 大溪地黑珍珠吊坠 天鹅之恋 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW006598,18K金白色 大溪地黑珍珠吊坠 简单爱,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW006597,18K金白色 大溪地黑珍珠吊坠 大溪地之心,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW006596,缠绵 大溪地珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW006571,18K白金 钻石耳钉 醉心,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW006567,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW006559,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW006544,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW006543,耳钉--已作废,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW006533,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW006524,耳钉--已作废,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW006521,菟丝草,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW006520,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW006516,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW006514,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLTX006391,流星雨 对戒,中性,钻石,套装,已审核,是,0,18K|PT950,白|黄|玫瑰金
KLPW006370,吊坠,女,K金,吊坠,已审核,是,0,18K,白|黄|玫瑰金
KLOX006299,s925银链,中性,银饰,套装,已审核,是,0,18K|PT950,按图做
KLPW006264,18K白金 钻石吊坠 春之花系列―柔婉,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW006196,爱相随 天然海水白珍珠吊坠 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW006195,白18k金 天然海水珍珠吊坠 花焰海水,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW006194,18K金白色 大溪地黑珍珠吊坠 秀雅,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW006193,18K金白色 大溪地黑珍珠吊坠 海洋回忆,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLOX006170, PT950铂金元宝项链/金链(40cm),中性,PT,套装,已审核,是,0,18K|PT950,白
KLOX006166, PT950铂金瓜子项链/金链（45cm）,中性,PT,套装,已审核,是,0,18K|PT950,白
KLOX006160,18K白金项链-日字金链●送女友（45cm）,中性,K金,套装,已审核,是,0,18K,黄|白|玫瑰金
KLOX006158,PT950铂金满天星项链/金链 （45cm）,中性,PT,套装,已审核,是,0,18K|PT950,白
KLOX006148,意大利瓜子金链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLDW006135,白18K金  群镶款 海水珍珠耳饰 雅致,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW006081,18K白金 群镶款钻石吊坠 花恋心语,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW006068,18K白金 钻石吊坠 悦音,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLNW006049,18K玫瑰色水波纹项链  16寸40-42CM,女,K金,项链,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW005289,吊坠--已作废,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW005279,吊坠--已作废,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW005238,吊坠--已作废,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW002220,吊坠,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW002218,吊坠,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW002216,吊坠,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW002209,吊坠,女,钻石,吊坠,已审核,是,0.2,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW002199,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW002195,吊坠,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW002193,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW002163,沉醉,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW002161,缠绕,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW002160,18K白金 吊坠 玲珑秀,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW002135,白18K金 天然海水珍珠吊坠 爱满心田  ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW001990,18K金白色 大溪地黑珍珠吊坠 精灵之舞,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW001989,浪之舞 大溪地珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW001988,18K金白色 大溪地黑珍珠吊坠 牵挽,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW001801,【珂兰钻石】温婉柔情18K白金钻石吊坠0.1ct,女,钻石,吊坠,已审核,是,0.10|0.20|0.30,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW001792,窈窕,女,钻石,吊坠,已审核,是,0.4,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW001721,白18K金 天然海水珍珠吊坠 爱上天使,女,珍珠,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金
KLDW001656,18K白金耳钉 花之梦,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLDW001634,耳钉,女,钻石,耳饰,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW001615,耳环,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW001597,18K白金 钻石耳钉 三心爱意,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW001575,耳钉,女,钻石,耳饰,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW001559,18K白金 钻石耳钉 堇花,女,钻石,耳饰,已审核,是,0.10|0.20,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW001517,心之魅影,女,钻石,耳饰,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW001512,L心,女,钻石,耳饰,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW001497,花息,女,钻石,耳饰,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW001496,18K白金 钻石耳钉 心调,女,钻石,耳饰,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW001485,18K金白色 大溪地黑珍珠耳坠 心之印记,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW001484,白18K金 群镶款 海水珍珠耳坠 邂逅美丽,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLSW001460,幸运魔方,女,K金,手链,已审核,是,0,18K,彩金
KLSW001456,18K彩金手链 快乐乐章,女,K金,手链,已审核,是,0,18K,彩金
KLSW001426,金龙生肖时来运转手链 十二生肖系列,女,K金,手链,已审核,是,0,18K,彩金
KLSW001425,金鼠生肖时来运转手链 十二生肖系列,女,K金,手链,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLSW001424,金鸡生肖时来运转 十二生肖系列,女,K金,手链,已审核,是,0,18K,彩金
KLSW001423,金马生肖时来运转 十二生肖系列,女,K金,手链,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLSW001422,金蛇生肖时来运转 十二生肖系列,女,K金,手链,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLSW001421,金虎生肖时来运转 十二生肖系列,女,K金,手链,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLSW001420,金羊生肖时来运转 十二生肖系列,女,K金,手链,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLSW001419,金猴生肖时来运转 十二生肖系列,女,K金,手链,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLSW001418,金猪生肖时来运转 十二生肖系列,女,K金,手链,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLSW001417,金狗生肖时来运转 十二生肖系列,女,K金,手链,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLSW001416,金牛生肖时来运转 十二生肖系列,女,K金,手链,已审核,是,0,18K,彩金
KLSW001415,金兔生肖时来运转 十二生肖系列,女,K金,手链,已审核,是,0,18K,彩金
KLDW000792,心心相许,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW000710,耳钉,女,钻石,耳饰,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW000689,耳钉,女,钻石,耳饰,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000413,海露  珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLNW000404,18K白金 项链 remember ,女,K金,项链,已审核,是,0,18K,白
KLNW000402,remember  ,女,K金,项链,已审核,是,0,18K,彩金
KLPW000379,金猪生肖时来运转,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW000378,金羊生肖时来运转,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW000377,金兔生肖时来运转,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW000375,金鼠生肖时来运转,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW000374,金蛇生肖时来运转,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW000373,金牛生肖时来运转 ,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW000372,金马生肖时来运转,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW000370,金龙生肖时来运转,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW000369,金鸡生肖时来运转,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW000367,金虎生肖时来运转,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW000366,金猴生肖时来运转,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW000364,金狗生肖时来运转 钻石吊坠,女,K金,吊坠,已审核,是,0,18K,彩金
KLSW000349,星光,女,钻石,手链,已审核,是,0.10|0.20,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW000273,珂兰钻石 18K白金钻石耳环 灵莹,女,钻石,耳饰,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW000267,巴洛克之心,女,钻石,耳饰,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDX000266,英伦之爱   钻石耳坠 ,中性,钻石,耳饰,已审核,是,0.1,18K|PT950,白|黄|玫瑰金
KLDW000257,皇桂   钻石耳坠 ,女,钻石,耳饰,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW000251,叶映   钻石耳坠 ,女,钻石,耳饰,已审核,是,0.10|0.20,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW000245,18K白金 20分/0.2ct 钻石耳钉 花影,女,钻石,耳饰,已审核,是,0.2,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW000238,白18K金 海水珍珠耳饰 爱满心田,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW000170,骄人 天然海水珍珠吊坠 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW000169,摇曳   大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW000168,18K金白色 大溪地黑珍珠吊坠 守护天使,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW000167,18K金白色 大溪地黑珍珠吊坠 纤柔,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW000163, 一生守护  8.5-9mm大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW000152,百年好合   钻石吊坠,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000151,永结同心   钻石吊坠,女,钻石,吊坠,已审核,是,0.2,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000149,月光芭蕾   钻石吊坠,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000134,18K白金 钻石吊坠 水月 ,女,钻石,吊坠,已审核,是,0.10|0.20,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000106,18K白金  群镶款钻石吊坠 情人结系列同心结 ,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000087,18K白金  钻石吊坠 文美 ,女,钻石,吊坠,已审核,是,0.10|0.50,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000080,18K白金 钻石吊坠 花灵 ,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000077,心绵  钻石吊坠,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000070,灵怡  钻石吊坠,女,钻石,吊坠,已审核,是,0.1,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000069,18K白金 钻石吊坠 绝代,女,钻石,吊坠,已审核,是,0.10|0.40,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000039,风尚   钻石吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000035,18K金白色 大溪地黑珍珠吊坠 赐爱,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW000029,白18K金 群镶款 天然海水珍珠吊坠  晨露,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW000027,18K金白色 大溪地黑珍珠吊坠 玲珑,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW000026,18K金白色 大溪地黑珍珠吊坠 爱的旋律,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW000024,18K金白色 大溪地黑珍珠吊坠 神秘华彩 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW000017,18K白金 群镶款钻石吊坠 溢彩 ,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW000015,18K金白色 大溪地黑珍珠吊坠 真恋,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
